global_row,source,episode,run_id,task,failure,method,euclidean_first,combined_first,newly_detected
970,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,170,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,15,True
974,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,174,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,15,True
975,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,175,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,15,True
1169,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,369,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,14,True
1199,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,399,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,17,True
1259,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,59,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,euclidean_OR_cosine,24,10,False
1266,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,66,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,17,True
1297,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,97,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,14,True
1300,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,100,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,15,True
1305,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,105,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,11,True
1307,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,107,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,14,True
1310,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,110,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,14,True
1340,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,140,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,15,True
1364,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,164,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,14,True
1369,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,169,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,15,True
1370,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,170,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,15,True
1372,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,172,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,15,True
1457,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,257,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,16,True
1461,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,261,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,16,True
1463,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,263,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,16,True
1548,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,348,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,13,True
1581,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,381,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,8,True
1598,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,398,right-50x8b-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,euclidean_OR_cosine,-1,17,True
1613,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,13,right-50x8-20260903,libero_goal/push_the_plate_to_the_front_of_the_stove,False,euclidean_OR_cosine,-1,17,True
2040,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8b-20260903,40,right-50x8b-20260903,libero_goal/push_the_plate_to_the_front_of_the_stove,False,euclidean_OR_cosine,-1,7,True
2076,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8b-20260903,76,right-50x8b-20260903,libero_goal/push_the_plate_to_the_front_of_the_stove,False,euclidean_OR_cosine,-1,16,True
2079,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8b-20260903,79,right-50x8b-20260903,libero_goal/push_the_plate_to_the_front_of_the_stove,False,euclidean_OR_cosine,-1,17,True
8019,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,19,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,19,True
8024,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,24,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,24,True
8094,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,94,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,19,True
8146,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,146,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,23,True
8147,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,147,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,25,True
8149,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,149,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,24,True
8166,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,166,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,20,True
8185,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,185,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,24,True
8189,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,189,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,25,True
8194,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,194,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,24,True
8220,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,220,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,22,True
8226,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,226,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,24,True
8238,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,238,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,24,True
8251,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,251,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,20,True
8272,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,272,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,21,True
8298,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,298,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,24,True
8304,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,304,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,19,True
8321,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,321,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,22,True
8381,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,381,right-50x8-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,23,True
8420,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,20,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,23,True
8489,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,89,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,18,True
8540,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,140,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,True,euclidean_OR_cosine,35,24,False
8548,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,148,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,24,True
8549,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,149,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,24,True
8585,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,185,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,25,True
8621,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,221,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,23,True
8649,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,249,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,18,True
8661,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,261,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,17,True
8677,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,277,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,20,True
8724,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,324,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,25,True
8726,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,326,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,22,True
8764,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,364,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,20,True
8797,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,397,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,19,True
8798,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8b-20260903,398,right-50x8b-20260903,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,False,euclidean_OR_cosine,-1,18,True
9555,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8b-20260903,355,right-50x8b-20260903,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,False,euclidean_OR_cosine,-1,14,True
9587,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8b-20260903,387,right-50x8b-20260903,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,False,euclidean_OR_cosine,-1,13,True
9664,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,64,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,8,True
9670,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,70,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,8,True
9671,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,71,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,8,True
9680,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,80,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,8,True
9681,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,81,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,8,True
9683,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,83,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9684,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,84,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9685,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,85,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,8,True
9686,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,86,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,8,True
9687,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,87,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,8,True
9707,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,107,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,21,7,False
9722,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,122,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9726,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,126,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9769,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,169,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9772,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,172,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9775,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,175,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9810,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,210,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9811,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,211,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9812,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,212,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9814,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,214,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9815,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,215,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9822,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,222,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,8,True
9850,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,250,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9856,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,256,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
9860,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,260,right-50x8-20260903,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,False,euclidean_OR_cosine,-1,7,True
