global_row,source,episode,task,suite,failure,length,v7_peak,v8_fixed_peak,v82_peak
413,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,13,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.23274097,1.5302398,1.701811
414,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,14,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.2765642,0.8543205,0.9915774
415,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,15,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.2880775,0.56772095,0.70497787
416,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,16,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.008430275,0.646791,0.81815326
417,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,17,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.23324613,0.3790055,0.5503678
418,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,18,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.38393214,0.63434154,0.8228401
419,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,19,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.80667746,0.80667746,0.80667746
420,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,20,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.45942256,0.45942256,0.45942256
421,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,21,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.553291,0.553291,0.553291
422,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,22,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.74128264,0.74128264,0.74128264
423,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,23,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.5995643,0.5995643,0.5995643
424,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,24,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.06137762,1.5919983,1.7458297
425,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,25,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.035111338,1.4967059,1.6505373
426,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,26,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.07092038,1.811912,1.9657433
427,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,27,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.07495159,1.6663268,1.8201582
428,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,28,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.05561444,1.2728341,1.4437579
429,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,29,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.045243353,1.5989871,1.7528185
430,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,30,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.023598762,1.3230617,1.5110779
431,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,31,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.05791772,1.3352709,1.4891024
432,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,32,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.22501959,1.0132529,1.1986482
433,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,33,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.16931836,0.6521755,0.82071674
434,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,34,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.23982924,0.98428667,1.169682
435,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,35,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.062474336,1.7944111,1.9691381
436,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,36,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.16033907,0.49250528,0.6610465
437,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,37,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.1065581,1.3938271,1.5792224
438,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,38,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.065724514,1.0228186,1.2082139
439,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,39,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.1551166,0.5941941,0.7627353
440,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,40,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.3447611,1.258367,1.4461405
441,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,41,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,14,0.19301108,1.7833135,1.9881574
442,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,42,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.43115294,1.1959804,1.383754
443,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,43,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,14,0.97342986,1.7141011,1.903355
444,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,44,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,14,0.7018499,1.4047781,1.5937684
445,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,45,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,14,0.6574035,1.9572653,2.1621091
446,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,46,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.1366293,1.6736032,1.8613768
447,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,47,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.5082171,0.55601054,0.7437841
448,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,48,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.5161043,0.5320782,0.701719
449,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,49,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.5182402,0.53190374,0.7015445
450,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,50,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.5758679,0.5942158,0.782944
451,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,51,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.48451665,1.4564364,1.6451645
452,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,52,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.64616287,0.9953573,1.2012426
453,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,53,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.58160007,0.688369,0.8770972
454,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,54,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,14,0.44930658,1.1469394,1.3528248
455,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,55,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.39536247,0.59589976,0.76554054
456,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,56,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.168245,0.32488748,0.4756412
457,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,57,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.3341312,0.61097866,0.7480685
458,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,58,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.16139598,0.6028432,0.7399331
459,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,59,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.99172664,1.4718391,1.6603377
460,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,60,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.90681976,1.2060938,1.3945923
461,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,61,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.2759434,0.4503602,0.6045863
462,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,62,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.3120319,0.49204254,0.6331968
463,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,63,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.55844915,0.7931771,0.9474032
464,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,64,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.1932647,0.852025,1.0400411
465,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,65,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.20366107,0.24897671,0.4028081
466,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,66,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.16358474,0.41140395,0.6012621
467,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,67,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.11140887,1.244723,1.4327391
468,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,68,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.1851136,0.5891461,0.77716225
469,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,69,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.1976852,0.79795897,0.98597515
470,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,70,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.15039635,1.0957261,1.2837423
471,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,71,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.14591223,0.59094596,0.77896214
472,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,72,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,-0.41605648,1.5730225,1.7584178
473,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,73,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,-0.37964284,1.3013889,1.453076
474,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,74,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,-0.31640685,1.1738491,1.3592445
475,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,75,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.3664808,1.4825515,1.6342386
476,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,76,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.4326937,0.67466545,0.8600608
477,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,77,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.34035486,1.3125976,1.497993
478,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,78,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.37875143,1.0343567,1.1860439
479,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,79,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,-0.5215369,0.9568432,1.1253844
480,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,80,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.65075654,0.65075654,0.65075654
481,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,81,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.45320916,0.95151263,1.1222159
482,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,82,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.40441224,1.6069275,1.7776307
483,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,83,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.4888625,1.2073383,1.3951119
484,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,84,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.6955644,0.6955644,0.6955644
485,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,85,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.7229275,0.7229275,0.7229275
486,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,86,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.61410326,0.61410326,0.6282001
487,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,87,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.2794405,0.34418732,0.5319609
488,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,88,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.19045983,0.29645148,0.4851797
489,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,89,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.2682242,0.7114275,0.9001557
490,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,90,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.24133325,0.5557473,0.7444755
491,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,91,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.24461699,0.41441694,0.6031452
492,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,92,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.18383206,0.18383206,0.23394832
493,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,93,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.227439,0.28207204,0.47080022
494,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,94,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.16078813,0.4620056,0.65073377
495,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,95,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.062187422,0.19361821,0.38210794
496,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,96,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.07143501,0.24458998,0.4330885
497,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,97,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.15329644,0.15329644,0.15329644
498,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,98,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.14913154,0.14913154,0.2938982
499,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,99,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.092084855,0.4011284,0.5724907
500,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,100,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.036064327,0.4859029,0.6572652
501,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,101,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.17707817,0.83744395,1.0088062
502,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,102,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.12375797,0.12375797,0.261039
503,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,103,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.08929015,0.13161273,0.2895896
504,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,104,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.1288801,0.79713273,0.98514885
505,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,105,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.0470963,0.60049266,0.78850883
506,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,106,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.13474517,0.8972787,1.0852948
507,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,107,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.15395792,1.0870209,1.2750369
508,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,108,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.12889668,0.6913571,0.8793732
509,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,109,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.12885864,0.9072622,1.0952784
510,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,110,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.09948813,0.33010843,0.5181246
511,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,111,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.07512738,0.2266613,0.41467744
512,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,112,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.20278862,0.8737438,1.042285
513,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,113,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.45553657,0.99389786,1.1792932
514,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,114,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.22760598,1.5139619,1.6825031
515,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,115,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.21855953,1.4850179,1.6704133
516,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,116,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,12,0.19146673,1.2965833,1.4651245
517,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,117,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.26236618,1.2649713,1.4503666
518,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,118,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.36861536,1.151379,1.3367743
519,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,119,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.19397557,0.95130193,1.1366973
520,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,120,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.35120806,0.8095071,1.014351
521,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,121,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.40627208,0.42576084,0.61353445
522,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,122,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.43613076,0.5512172,0.7389908
523,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,123,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.3784408,0.6981754,0.9030193
524,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,124,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.3733237,0.3733237,0.5061673
525,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,125,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,False,13,0.46740615,0.71549886,0.90327245
