calibration,method,global_row,suite,task,episode,failure,frozen_first,added_first,combined_first,added_new_alarm
episode,ac_recalibrated,9219,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,19,False,-1,19,19,True
episode,ac_recalibrated,9220,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,20,False,-1,19,19,True
episode,ac_recalibrated,9306,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,106,False,-1,17,17,True
episode,ac_recalibrated,9352,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,152,False,23,22,22,False
episode,ac_recalibrated,9353,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,153,False,20,19,19,False
episode,ac_recalibrated,9354,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,154,False,-1,17,17,True
episode,ac_recalibrated,9355,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,155,False,-1,20,20,True
episode,ac_recalibrated,9356,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,156,False,-1,20,20,True
episode,ac_recalibrated,9357,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,157,False,20,20,20,False
episode,ac_recalibrated,9374,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,174,False,-1,20,20,True
episode,ac_recalibrated,9392,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,192,True,29,18,18,False
episode,ac_recalibrated,9394,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,194,False,-1,17,17,True
episode,ac_recalibrated,9431,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,231,False,-1,22,22,True
episode,ac_recalibrated,9432,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,232,False,-1,19,19,True
episode,ac_recalibrated,9435,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,235,False,-1,19,19,True
episode,ac_recalibrated,9437,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,237,False,-1,19,19,True
episode,ac_recalibrated,9537,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,337,False,-1,25,25,True
episode,ac_recalibrated,9551,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,351,False,-1,17,17,True
episode,ac_recalibrated,9575,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,375,False,-1,17,17,True
episode,ac_recalibrated,10035,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,35,False,-1,19,19,True
episode,ac_recalibrated,10100,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,100,False,23,-1,23,False
episode,ac_recalibrated,10101,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,101,False,-1,23,23,True
episode,ac_recalibrated,10176,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,176,False,21,19,19,False
episode,ac_recalibrated,10180,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,180,False,21,21,21,False
episode,ac_recalibrated,10186,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,186,False,17,-1,17,False
episode,ac_recalibrated,10273,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,273,False,-1,21,21,True
episode,ac_recalibrated,10275,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,275,False,39,39,39,False
episode,ac_recalibrated,10278,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,278,False,-1,20,20,True
episode,ac_recalibrated,10279,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,279,False,21,25,21,False
episode,ac_recalibrated,10322,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,322,False,-1,17,17,True
episode,ac_recalibrated,10353,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,353,False,-1,19,19,True
episode,ac_recalibrated,10355,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,355,False,-1,19,19,True
episode,ac_recalibrated,10360,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,360,False,21,20,20,False
episode,ac_recalibrated,10361,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,361,False,21,21,21,False
episode,ac_recalibrated,10362,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,362,False,20,18,18,False
episode,ac_recalibrated,10363,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,363,False,21,18,18,False
episode,ac_recalibrated,10364,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,364,False,21,21,21,False
episode,ac_recalibrated,10365,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,365,False,20,20,20,False
episode,ac_recalibrated,10366,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,366,False,22,21,21,False
episode,ac_recalibrated,10367,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,367,False,21,21,21,False
episode,ac_recalibrated,10395,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,395,False,21,18,18,False
episode,ac_recalibrated,10804,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,False,35,-1,35,False
episode,ac_recalibrated,10808,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,True,36,34,34,False
episode,ac_recalibrated,10822,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,22,True,-1,45,45,True
episode,ac_recalibrated,10828,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,28,False,31,-1,31,False
episode,ac_recalibrated,10834,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,34,False,-1,36,36,True
episode,ac_recalibrated,10856,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,56,False,32,-1,32,False
episode,ac_recalibrated,10858,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,58,False,36,-1,36,False
episode,ac_recalibrated,10863,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,63,False,32,-1,32,False
episode,ac_recalibrated,10873,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,73,False,39,-1,39,False
episode,ac_recalibrated,10881,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,81,True,-1,31,31,True
episode,ac_recalibrated,10883,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,83,False,31,-1,31,False
episode,ac_recalibrated,10899,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,99,True,48,47,47,False
episode,ac_recalibrated,10926,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,False,32,-1,32,False
episode,ac_recalibrated,10968,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,168,False,-1,18,18,True
episode,ac_recalibrated,10974,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,174,False,34,-1,34,False
episode,ac_recalibrated,11061,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,261,False,38,-1,38,False
episode,ac_recalibrated,11129,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,329,True,36,34,34,False
episode,ac_recalibrated,11133,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,333,True,-1,36,36,True
episode,ac_recalibrated,11169,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,369,False,37,-1,37,False
episode,ac_recalibrated,11179,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,379,False,31,-1,31,False
episode,ac_recalibrated,11183,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,383,False,31,-1,31,False
episode,ac_recalibrated,11192,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,392,False,31,-1,31,False
episode,ac_recalibrated,11609,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,9,False,14,12,12,False
episode,ac_recalibrated,11612,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,12,False,-1,15,15,True
episode,ac_recalibrated,11613,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,13,True,43,12,12,False
episode,ac_recalibrated,11614,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,14,True,14,12,12,False
episode,ac_recalibrated,11629,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,29,False,7,-1,7,False
episode,ac_recalibrated,11637,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,37,True,39,10,10,False
episode,ac_recalibrated,11639,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,39,True,36,9,9,False
episode,ac_recalibrated,11696,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,96,False,-1,19,19,True
episode,ac_recalibrated,11728,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,128,False,-1,13,13,True
episode,ac_recalibrated,11735,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,135,False,21,20,20,False
episode,ac_recalibrated,11754,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,154,True,39,11,11,False
episode,ac_recalibrated,11758,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,158,True,-1,11,11,True
episode,ac_recalibrated,11759,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,159,False,-1,23,23,True
episode,ac_recalibrated,11782,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,182,False,-1,18,18,True
episode,ac_recalibrated,11785,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,185,False,-1,14,14,True
episode,ac_recalibrated,11788,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,188,True,33,29,29,False
episode,ac_recalibrated,11790,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,190,True,49,11,11,False
episode,ac_recalibrated,11802,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,202,False,19,-1,19,False
episode,ac_recalibrated,11803,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,203,False,-1,20,20,True
episode,ac_recalibrated,11810,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,210,False,-1,14,14,True
episode,ac_recalibrated,11814,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,214,False,-1,14,14,True
episode,ac_recalibrated,11919,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,319,False,-1,13,13,True
episode,ac_recalibrated,11920,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,320,False,19,-1,19,False
episode,ac_recalibrated,11981,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,381,True,41,21,21,False
episode,ac_recalibrated,12554,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,154,False,-1,16,16,True
episode,ac_recalibrated,12555,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,155,False,-1,16,16,True
episode,ac_recalibrated,12646,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,246,False,-1,23,23,True
episode,ac_recalibrated,12657,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,257,True,-1,36,36,True
episode,ac_recalibrated,12712,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,312,False,-1,27,27,True
episode,ac_recalibrated,12714,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,314,False,-1,25,25,True
episode,ac_recalibrated,12715,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,315,False,-1,26,26,True
episode,ac_recalibrated,12732,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,332,False,30,22,22,False
episode,ac_recalibrated,13377,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,177,True,31,30,30,False
episode,ac_recalibrated,13382,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,182,False,28,30,28,False
episode,ac_recalibrated,13437,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,237,False,-1,23,23,True
episode,ac_recalibrated,13453,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,253,False,-1,20,20,True
episode,ac_recalibrated,13468,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,268,False,19,-1,19,False
episode,ac_recalibrated,13471,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,271,False,18,22,18,False
episode,ac_recalibrated,13473,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,273,False,26,23,23,False
episode,ac_recalibrated,13475,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,275,False,27,23,23,False
episode,ac_recalibrated,13530,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,330,True,-1,24,24,True
episode,ac_recalibrated,13531,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,331,False,-1,25,25,True
episode,ac_recalibrated,13534,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,334,False,31,23,23,False
episode,ac_recalibrated,14043,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,43,False,25,-1,25,False
episode,ac_recalibrated,14052,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,52,False,24,-1,24,False
episode,ac_recalibrated,14122,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,122,False,26,-1,26,False
episode,ac_recalibrated,14323,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,323,True,-1,48,48,True
episode,ac_recalibrated,14326,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,326,False,33,-1,33,False
episode,ac_recalibrated,14339,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,339,False,26,-1,26,False
episode,ac_recalibrated,14353,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,353,True,30,21,21,False
episode,ac_recalibrated,14355,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,355,False,-1,21,21,True
episode,ac_recalibrated,14838,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,True,35,34,34,False
episode,ac_recalibrated,14839,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,39,True,37,32,32,False
episode,ac_recalibrated,14856,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,56,True,30,24,24,False
episode,ac_recalibrated,14858,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,58,True,38,32,32,False
episode,ac_recalibrated,14861,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,61,False,-1,25,25,True
episode,ac_recalibrated,14862,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,62,False,31,26,26,False
episode,ac_recalibrated,14881,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,81,True,44,32,32,False
episode,ac_recalibrated,14888,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,88,False,-1,17,17,True
episode,ac_recalibrated,14889,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,89,False,16,17,16,False
episode,ac_recalibrated,14891,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,91,True,30,29,29,False
episode,ac_recalibrated,14892,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,92,False,16,23,16,False
episode,ac_recalibrated,14893,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,93,False,-1,27,27,True
episode,ac_recalibrated,14895,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,95,True,34,33,33,False
episode,ac_recalibrated,14910,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,110,False,-1,25,25,True
episode,ac_recalibrated,14912,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,112,False,-1,24,24,True
episode,ac_recalibrated,14913,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,113,True,27,25,25,False
episode,ac_recalibrated,14916,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,116,True,36,25,25,False
episode,ac_recalibrated,14917,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,117,True,34,31,31,False
episode,ac_recalibrated,14929,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,129,False,-1,21,21,True
episode,ac_recalibrated,14931,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,131,False,-1,9,9,True
episode,ac_recalibrated,14934,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,134,False,-1,12,12,True
episode,ac_recalibrated,14935,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,135,True,40,39,39,False
episode,ac_recalibrated,14938,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,138,True,31,26,26,False
episode,ac_recalibrated,14961,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,161,True,33,29,29,False
episode,ac_recalibrated,14962,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,162,False,-1,29,29,True
episode,ac_recalibrated,14969,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,169,True,28,24,24,False
episode,ac_recalibrated,14970,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,170,True,28,24,24,False
episode,ac_recalibrated,14975,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,175,True,28,27,27,False
episode,ac_recalibrated,15001,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,201,False,-1,17,17,True
episode,ac_recalibrated,15004,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,204,True,32,31,31,False
episode,ac_recalibrated,15013,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,213,True,29,24,24,False
episode,ac_recalibrated,15015,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,215,True,26,25,25,False
episode,ac_recalibrated,15017,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,217,True,32,27,27,False
