calibration,score_kind,method,suite,task,auc,control_auc,old_ac_auc,delta_control,delta_old_ac,v82_auc,queries,window
episode,calibrated_rank,ac_recalibrated,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0.4645289614851425,0.4645289614851425,0.4663170795411167,0.0,-0.0017881180559741194,0.6435115424025074,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0.37725606316976873,0.37725606316976873,0.3772560631697688,0.0,-1.3877787807814457e-17,0.5070501974055274,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0.8079953082751851,0.8079953082751851,0.717616015335019,0.0,0.09037929294016618,0.2666006444343976,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0.8450101927243292,0.8450101927243292,0.8497185859492179,0.0,-0.004708393224888714,0.7916713966115516,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0.9659102227073122,0.9659102227073122,0.9650023060299747,0.0,0.0009079166773375095,0.9660742651754668,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0.8895301787977341,0.8895301787977341,0.5930153931390705,0.0,0.2965147856586636,0.4614593489816796,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0.7609394046100549,0.7609394046100549,0.6662509300368737,0.0,0.09468847457318126,0.43767728248260124,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0.9964158444908756,0.9964158444908756,0.9964158444908756,0.0,0.0,0.36622619490068825,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0.8540482639357169,0.8540482639357169,0.9089084601002608,0.0,-0.05486019616454401,0.6718813938195143,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0.9222485755418309,0.9222485755418309,0.8968367801685733,0.0,0.025411795373257773,0.857820598804925,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0.7692610062893083,0.7692610062893083,0.7692610062893083,0.0,0.0,0.4787115193644489,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0.8189188904008673,0.8189188904008673,0.7735741818427478,0.0,0.045344708558119486,0.40638407468529936,3,q8_13
episode,calibrated_rank,ac_recalibrated,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0.739802166745172,0.739802166745172,0.7473514463728135,0.0,-0.007549279627641532,0.8523737136844826,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0.9133081444164567,0.9133081444164567,0.9134760705289672,0.0,-0.00016792611251050804,0.9352131846091736,5,q8_13
episode,calibrated_rank,ac_recalibrated,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0.6759940490928799,0.6759940490928799,0.6801252552480793,0.0,-0.0041312061551995,0.514298737583332,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0.8274390046015805,0.8274390046015805,0.8196602784811962,0.0,0.00777872612038429,0.8307040915357415,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0.7675429146017381,0.7675429146017381,0.7713405875170581,0.0,-0.0037976729153199793,0.477743661567191,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0.8046122007993995,0.8046122007993995,0.8071184510974314,0.0,-0.002506250298031957,0.7527449584342537,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0.9215640235552237,0.9215640235552237,0.9301968013868284,0.0,-0.008632777831604635,0.6727228343530479,6,q8_13
episode,calibrated_rank,ac_recalibrated,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0.7313234758718478,0.7313234758718478,0.7477393657179837,0.0,-0.016415889846136178,0.6422263654457411,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.5675646571904789,0.6115324830983014,0.6194683221903853,-0.043967825907822534,-0.05190366499990634,0.553748337921606,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,0.23982931777311797,0.9467104579309084,0.9522700280812457,-0.7068811401577905,-0.7124407103081278,0.6060610284378126,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_goal,libero_goal/put_the_bowl_on_the_plate,0.6555555555555556,0.7064814814814815,0.7166666666666667,-0.05092592592592588,-0.06111111111111107,0.4648148148148148,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_goal,libero_goal/put_the_bowl_on_the_stove,0.8160621490235521,0.6279178191266448,0.6250488922414997,0.18814432989690727,0.1910132567820524,0.4660478305813986,2,q8_13
episode,calibrated_rank,lagged_agreement,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,0.6099943959414819,0.7468329695611138,0.7500553032090609,-0.13683857361963186,-0.14006090726757903,0.6565523242095328,2,q8_13
episode,calibrated_rank,lagged_agreement,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,0.48332377968206736,0.7273970540403893,0.7225049271077877,-0.24407327435832205,-0.2391811474257204,0.5160888183636205,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,0.6111779717988354,0.14212451903595932,0.12469440529005608,0.469053452762876,0.4864835665087793,0.037018817579800876,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0.8195881536069756,0.8485064759027812,0.8540556689737588,-0.02891832229580571,-0.034467515366783386,0.6691397367591163,3,q8_13
episode,calibrated_rank,lagged_agreement,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0.7312710437710438,0.5213594276094277,0.5178872053872053,0.20991161616161616,0.21338383838383837,0.5980639730639731,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0.6271929824561403,0.629281537176274,0.6336675020885547,-0.0020885547201336583,-0.0064745196324143646,0.38512949039264827,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0.5323725981620718,0.883876357560568,0.8842940685045949,-0.3515037593984962,-0.3519214703425229,0.7944862155388471,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0.4880138656169934,0.5084820518276195,0.5094949333758877,-0.020468186210626172,-0.02148106775889429,0.5472663280051774,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,0.6508558558558558,0.9064564564564564,0.9056606606606606,-0.2556006006006006,-0.2548048048048048,0.9493843843843844,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0.5713034188034188,0.8204059829059829,0.814465811965812,-0.24910256410256407,-0.2431623931623932,0.9010256410256411,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0.4602272727272727,0.602746212121212,0.6039036195286195,-0.14251893939393942,-0.1436763468013468,0.48316498316498313,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0.5152850877192983,0.4560307017543859,0.459780701754386,0.05925438596491229,0.055504385964912285,0.4600438596491228,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0.5052890121150021,0.4645289614851425,0.4663170795411167,0.04076005062985957,0.038971932573885454,0.6435115424025074,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0.7265933446136491,0.37725606316976873,0.3772560631697688,0.34933728144388043,0.34933728144388043,0.5070501974055274,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0.7242246175215669,0.8079953082751851,0.717616015335019,-0.08377069075361832,0.00660860218654787,0.2666006444343976,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0.7713588017522558,0.8450101927243292,0.8497185859492179,-0.07365139097207342,-0.07835978419696214,0.7916713966115516,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0.8682872651467345,0.9659102227073122,0.9650023060299747,-0.09762295756057776,-0.09671504088324025,0.9660742651754668,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0.9163345701067289,0.8895301787977341,0.5930153931390705,0.026804391308994886,0.3233191769676585,0.4614593489816796,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0.7245034756229428,0.7609394046100549,0.6662509300368737,-0.03643592898711225,0.05825254558606902,0.43767728248260124,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0.8488792174572984,0.9964158444908756,0.9964158444908756,-0.14753662703357723,-0.14753662703357723,0.36622619490068825,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0.8911129294773595,0.8540482639357169,0.9089084601002608,0.03706466554164262,-0.017795530622901384,0.6718813938195143,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0.8570493553008386,0.9222485755418309,0.8968367801685733,-0.06519922024099245,-0.03978742486773468,0.857820598804925,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0.5267916252896392,0.7692610062893083,0.7692610062893083,-0.24246938099966897,-0.24246938099966897,0.4787115193644489,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0.7022694152503933,0.8189188904008673,0.7735741818427478,-0.11664947515047401,-0.07130476659235452,0.40638407468529936,3,q8_13
episode,calibrated_rank,lagged_agreement,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0.7106890735612069,0.739802166745172,0.7473514463728135,-0.029113093183964916,-0.03666237281160645,0.8523737136844826,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0.8376802722058663,0.9133081444164567,0.9134760705289672,-0.07562787221059035,-0.07579579832310086,0.9352131846091736,5,q8_13
episode,calibrated_rank,lagged_agreement,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0.7781399643931642,0.6759940490928799,0.6801252552480793,0.10214591530028434,0.09801470914508485,0.514298737583332,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0.6634610763669224,0.8274390046015805,0.8196602784811962,-0.163977928234658,-0.1561992021142737,0.8307040915357415,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0.7915499533146592,0.7675429146017381,0.7713405875170581,0.024007038712921036,0.020209365797601058,0.477743661567191,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0.5918805024131951,0.8046122007993995,0.8071184510974314,-0.21273169838620434,-0.21523794868423632,0.7527449584342537,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0.7956127785628223,0.9215640235552237,0.9301968013868284,-0.12595124499240143,-0.13458402282400606,0.6727228343530479,6,q8_13
episode,calibrated_rank,lagged_agreement,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0.6941928795954208,0.7313234758718478,0.7477393657179837,-0.03713059627642684,-0.05354648612256302,0.6422263654457411,6,q8_13
episode,calibrated_rank,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.6097112197314455,0.6115324830983014,0.6194683221903853,-0.0018212633668558593,-0.009757102458939662,0.553748337921606,6,q8_13
episode,calibrated_rank,max_or_gap,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,0.7441082201201513,0.9467104579309084,0.9522700280812457,-0.202602237810757,-0.2081618079610943,0.6060610284378126,6,q8_13
episode,calibrated_rank,max_or_gap,libero_goal,libero_goal/put_the_bowl_on_the_plate,0.7425925925925926,0.7064814814814815,0.7166666666666667,0.03611111111111113,0.025925925925925946,0.4648148148148148,6,q8_13
episode,calibrated_rank,max_or_gap,libero_goal,libero_goal/put_the_bowl_on_the_stove,0.7079369569468891,0.6279178191266448,0.6250488922414997,0.08001913782024422,0.08288806470538934,0.4660478305813986,2,q8_13
episode,calibrated_rank,max_or_gap,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,0.533956170363379,0.7468329695611138,0.7500553032090609,-0.21287679919773478,-0.21609913284568194,0.6565523242095328,2,q8_13
episode,calibrated_rank,max_or_gap,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,0.7104076161922581,0.7273970540403893,0.7225049271077877,-0.01698943784813131,-0.012097310915529652,0.5160888183636205,6,q8_13
episode,calibrated_rank,max_or_gap,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,0.14003596431582563,0.14212451903595932,0.12469440529005608,-0.002088554720133672,0.01534155902576955,0.037018817579800876,6,q8_13
episode,calibrated_rank,max_or_gap,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0.6181845341831399,0.8485064759027812,0.8540556689737588,-0.23032194171964124,-0.2358711347906189,0.6691397367591163,3,q8_13
episode,calibrated_rank,max_or_gap,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0.678503787878788,0.5213594276094277,0.5178872053872053,0.15714436026936027,0.16061658249158248,0.5980639730639731,6,q8_13
episode,calibrated_rank,max_or_gap,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0.6393065998329156,0.629281537176274,0.6336675020885547,0.010025062656641612,0.005639097744360906,0.38512949039264827,6,q8_13
episode,calibrated_rank,max_or_gap,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0.8320802005012532,0.883876357560568,0.8842940685045949,-0.05179615705931493,-0.05221386800334168,0.7944862155388471,6,q8_13
episode,calibrated_rank,max_or_gap,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0.5126842912488807,0.5084820518276195,0.5094949333758877,0.004202239421261207,0.003189357872993089,0.5472663280051774,6,q8_13
episode,calibrated_rank,max_or_gap,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,0.9254204204204205,0.9064564564564564,0.9056606606606606,0.018963963963963992,0.01975975975975978,0.9493843843843844,6,q8_13
episode,calibrated_rank,max_or_gap,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0.6595299145299145,0.8204059829059829,0.814465811965812,-0.16087606837606835,-0.15493589743589745,0.9010256410256411,6,q8_13
episode,calibrated_rank,max_or_gap,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0.7135942760942761,0.602746212121212,0.6039036195286195,0.11084806397306397,0.10969065656565656,0.48316498316498313,6,q8_13
episode,calibrated_rank,max_or_gap,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0.4944407894736842,0.4560307017543859,0.459780701754386,0.03841008771929824,0.03466008771929824,0.4600438596491228,6,q8_13
episode,calibrated_rank,max_or_gap,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0.46117372872842705,0.4645289614851425,0.4663170795411167,-0.0033552327567154816,-0.005143350812689601,0.6435115424025074,6,q8_13
episode,calibrated_rank,max_or_gap,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0.37616328257191195,0.37725606316976873,0.3772560631697688,-0.0010927805978567333,-0.0010927805978567472,0.5070501974055274,6,q8_13
episode,calibrated_rank,max_or_gap,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0.7422011238132145,0.8079953082751851,0.717616015335019,-0.06579418446197066,0.024585108478195523,0.2666006444343976,6,q8_13
episode,calibrated_rank,max_or_gap,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0.686412389814418,0.8450101927243292,0.8497185859492179,-0.15859780290991118,-0.1633061961347999,0.7916713966115516,6,q8_13
episode,calibrated_rank,max_or_gap,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0.8436251701488316,0.9659102227073122,0.9650023060299747,-0.12228505255848064,-0.12137713588114313,0.9660742651754668,6,q8_13
episode,calibrated_rank,max_or_gap,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0.7178373479390382,0.8895301787977341,0.5930153931390705,-0.1716928308586959,0.1248219547999677,0.4614593489816796,6,q8_13
episode,calibrated_rank,max_or_gap,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0.6538273912663803,0.7609394046100549,0.6662509300368737,-0.10711201334367472,-0.01242353877049345,0.43767728248260124,6,q8_13
episode,calibrated_rank,max_or_gap,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0.9424177225600457,0.9964158444908756,0.9964158444908756,-0.05399812193083,-0.05399812193083,0.36622619490068825,6,q8_13
episode,calibrated_rank,max_or_gap,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0.7788538305859002,0.8540482639357169,0.9089084601002608,-0.07519443334981675,-0.13005462951436075,0.6718813938195143,6,q8_13
episode,calibrated_rank,max_or_gap,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0.7635805631175573,0.9222485755418309,0.8968367801685733,-0.15866801242427364,-0.13325621705101587,0.857820598804925,6,q8_13
episode,calibrated_rank,max_or_gap,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0.7692610062893083,0.7692610062893083,0.7692610062893083,0.0,0.0,0.4787115193644489,6,q8_13
episode,calibrated_rank,max_or_gap,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0.6958750398100698,0.8189188904008673,0.7735741818427478,-0.12304385059079752,-0.07769914203267803,0.40638407468529936,3,q8_13
episode,calibrated_rank,max_or_gap,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0.5815400557569118,0.739802166745172,0.7473514463728135,-0.15826211098826015,-0.1658113906159017,0.8523737136844826,6,q8_13
episode,calibrated_rank,max_or_gap,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0.97161205303283,0.9133081444164567,0.9134760705289672,0.058303908616373204,0.05813598250386269,0.9352131846091736,5,q8_13
episode,calibrated_rank,max_or_gap,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0.711372758880314,0.6759940490928799,0.6801252552480793,0.03537870978743415,0.031247503632234646,0.514298737583332,6,q8_13
episode,calibrated_rank,max_or_gap,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0.7951483188072399,0.8274390046015805,0.8196602784811962,-0.03229068579434052,-0.024511959673956234,0.8307040915357415,6,q8_13
episode,calibrated_rank,max_or_gap,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0.8385944121238239,0.7675429146017381,0.7713405875170581,0.07105149752208577,0.06725382460676578,0.477743661567191,6,q8_13
episode,calibrated_rank,max_or_gap,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0.777645793549954,0.8046122007993995,0.8071184510974314,-0.026966407249445507,-0.029472657547477465,0.7527449584342537,6,q8_13
episode,calibrated_rank,max_or_gap,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0.8564457800501452,0.9215640235552237,0.9301968013868284,-0.06511824350507861,-0.07375102133668325,0.6727228343530479,6,q8_13
episode,calibrated_rank,max_or_gap,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0.6037233770556226,0.7313234758718478,0.7477393657179837,-0.12760009881622497,-0.14401598866236115,0.6422263654457411,6,q8_13
episode,calibrated_rank,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.6383551510384479,0.6115324830983014,0.6194683221903853,0.026822667940146427,0.018886828848062625,0.553748337921606,6,q8_13
episode,calibrated_rank,soft_sum_gap,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,0.609765296652005,0.9467104579309084,0.9522700280812457,-0.33694516127890345,-0.3425047314292408,0.6060610284378126,6,q8_13
episode,calibrated_rank,soft_sum_gap,libero_goal,libero_goal/put_the_bowl_on_the_plate,0.674074074074074,0.7064814814814815,0.7166666666666667,-0.03240740740740739,-0.04259259259259258,0.4648148148148148,6,q8_13
episode,calibrated_rank,soft_sum_gap,libero_goal,libero_goal/put_the_bowl_on_the_stove,0.8301972452714218,0.6279178191266448,0.6250488922414997,0.20227942614477695,0.20514835302992207,0.4660478305813986,2,q8_13
