role,task,suite,episode,episode_length,success,failure,alarm,first_alarm_query,first_alarm_phase,lead_to_endpoint_queries,alarm_cause,episode_max_confidence,clock_alarm,clock_first_alarm_query,matched_clock_alarm,matched_clock_query
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,111,9,True,False,False,,,,,0.16874292185730466,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,112,9,True,False,False,,,,,0.1908267270668177,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,113,9,True,False,False,,,,,0.39467723669309174,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,114,9,True,False,False,,,,,0.1779647306261123,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,115,9,True,False,False,,,,,0.29331823329558326,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,116,9,True,False,False,,,,,0.17108882057919428,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,117,9,True,False,False,,,,,0.29679663484873,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,118,9,True,False,False,,,,,0.20700533894191875,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,119,9,True,False,False,,,,,0.2348325513670927,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,120,10,True,False,False,,,,,0.3139459634363372,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,121,10,True,False,False,,,,,0.3217116971363857,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,122,10,True,False,False,,,,,0.20376961656689851,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,123,10,True,False,False,,,,,0.27495550881734343,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,124,10,True,False,False,,,,,0.36207733376476303,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,125,10,True,False,False,,,,,0.4303510758776897,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,126,10,True,False,False,,,,,0.2525481313703284,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,127,9,True,False,False,,,,,0.4465296877527908,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,128,9,True,False,False,,,,,0.20587283611066165,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,129,9,True,False,False,,,,,0.19470959391684195,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,130,9,True,False,False,,,,,0.19503316615434396,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,131,9,True,False,False,,,,,0.18362724478239767,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,132,9,True,False,False,,,,,0.24987866041093676,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,133,9,True,False,False,,,,,0.1974599579356091,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,134,9,True,False,False,,,,,0.19503316615434396,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,135,9,True,False,False,,,,,0.18184759747613655,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,136,9,True,False,False,,,,,0.20101925254813136,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,137,9,True,False,False,,,,,0.4228280213557677,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,138,9,True,False,False,,,,,0.20765248341692277,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,139,9,True,False,False,,,,,0.40244297039314025,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,140,9,True,False,False,,,,,0.30868791457692935,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,141,9,True,False,False,,,,,0.45041255460281504,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,142,9,True,False,False,,,,,0.19470959391684195,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,143,9,True,False,False,,,,,0.3377285228927358,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,144,9,True,False,False,,,,,0.11438278595696494,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,145,9,True,False,False,,,,,0.08445235398802786,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,146,9,True,False,False,,,,,0.09424041417246398,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,147,9,True,False,False,,,,,0.14415143180715095,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,148,10,True,False,False,,,,,0.1397023135414981,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,149,9,True,False,False,,,,,0.10354311600064714,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,150,9,True,False,False,,,,,0.08647468047241547,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,151,9,True,False,False,,,,,0.14932858760718326,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,152,9,True,False,False,,,,,0.21784500889823655,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,153,9,True,False,False,,,,,0.217116971363857,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,154,9,True,False,False,,,,,0.23750202232648443,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,155,9,True,False,False,,,,,0.20296068597314354,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,156,9,True,False,False,,,,,0.19737906487623358,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,157,9,True,False,False,,,,,0.23248665264520307,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,158,9,True,False,False,,,,,0.20635819446691472,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,159,9,True,False,False,,,,,0.19648924122310307,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,160,9,True,False,False,,,,,0.188319042226177,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,161,9,True,False,False,,,,,0.2108073127325676,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,162,9,True,False,False,,,,,0.2273903899045462,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,163,9,True,False,False,,,,,0.1962465620449766,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,164,9,True,False,False,,,,,0.44499271962465625,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,165,9,True,False,False,,,,,0.1997249635981233,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,166,9,True,False,False,,,,,0.2185730464326161,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,167,9,True,False,False,,,,,0.2648438763954053,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,168,9,True,False,False,,,,,0.2922666235237017,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,169,9,True,False,False,,,,,0.17521436660734513,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,170,9,True,False,False,,,,,0.09982203526937394,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,171,9,True,False,False,,,,,0.11551528878822193,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,172,9,True,False,False,,,,,0.2563501051609772,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,173,9,True,False,False,,,,,0.15491020870409322,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,174,9,True,False,False,,,,,0.12554602815078464,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,175,9,True,False,False,,,,,0.12700210321954375,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,176,10,True,False,False,,,,,0.2580488594078628,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,177,10,True,False,False,,,,,0.2377447015046109,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,178,9,True,False,False,,,,,0.1245753114382786,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,179,9,True,False,False,,,,,0.12708299627891928,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,180,9,True,False,False,,,,,0.5311438278595697,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,181,9,True,False,False,,,,,0.24389257401714937,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,182,9,True,False,False,,,,,0.20951302378255943,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,183,9,True,False,False,,,,,0.4174081863776088,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,184,9,True,False,False,,,,,0.10386668823814915,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,185,9,True,False,False,,,,,0.0934314835787089,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,186,9,True,False,False,,,,,0.12352370166639703,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,187,9,True,False,False,,,,,0.11195599417569968,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,188,9,True,False,False,,,,,0.13501051609771886,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,189,9,True,False,False,,,,,0.11147063581944672,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,190,9,True,False,False,,,,,0.10823491344442648,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,191,9,True,False,False,,,,,0.10774955508817341,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,192,9,True,False,False,,,,,0.1139783206600874,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,193,9,True,False,False,,,,,0.1894515450574341,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,194,9,True,False,False,,,,,0.12400906002265011,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,195,9,True,False,False,,,,,0.1460119721727876,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,196,9,True,False,False,,,,,0.1822520627730141,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,197,9,True,False,False,,,,,0.15499110176346864,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,198,9,True,False,False,,,,,0.15782235884161144,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,199,9,True,False,False,,,,,0.11252224559132828,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,200,10,True,False,False,,,,,0.14237178450088983,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,201,10,True,False,False,,,,,0.16817667044167606,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,202,10,True,False,False,,,,,0.13039961171331504,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,203,9,True,False,False,,,,,0.1928490535512053,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,204,9,True,False,False,,,,,0.21954376314512214,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,205,10,True,False,False,,,,,0.1988351399449927,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,206,10,True,False,False,,,,,0.17869276816049184,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,207,9,True,False,False,,,,,0.2657337000485358,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,208,30,False,True,False,,,,,0.6415628539071347,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,209,30,False,True,False,,,,,0.6497330529040608,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,210,30,False,True,False,,,,,0.7162271477107265,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,211,30,False,True,False,,,,,0.7290891441514318,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,212,30,False,True,False,,,,,0.6359812328102249,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,213,8,True,False,False,,,,,0.2862805371299143,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,214,8,True,False,False,,,,,0.29954699886749714,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,215,8,True,False,False,,,,,0.15677074906972976,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,216,9,True,False,False,,,,,0.1711697136385698,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_the_stove,libero_goal,217,9,True,False,False,,,,,0.15636628377285233,False,,False,29
