global_row,task,episode,failure,boundary,calibration,alpha,method,cached_first,raw_first,exact
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.01,v82_plus_confirmed,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.02,ac_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.02,st_gap_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.02,confirmed_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.02,v82_plus_ac,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.02,v82_plus_confirmed,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.05,ac_only,27,27,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.05,st_gap_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.05,confirmed_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.05,v82_plus_ac,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.05,v82_plus_confirmed,25,25,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.005,ac_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.005,st_gap_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.005,confirmed_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.005,v82_plus_ac,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.005,v82_plus_confirmed,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.01,ac_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.01,st_gap_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.01,confirmed_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.01,v82_plus_ac,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.01,v82_plus_confirmed,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.02,ac_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.02,st_gap_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.02,confirmed_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.02,v82_plus_ac,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.02,v82_plus_confirmed,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.05,ac_only,26,26,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.05,st_gap_only,26,26,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.05,confirmed_only,26,26,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.05,v82_plus_ac,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,episode,0.05,v82_plus_confirmed,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.005,ac_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.005,st_gap_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.005,confirmed_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.005,v82_plus_ac,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.005,v82_plus_confirmed,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.01,ac_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.01,st_gap_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.01,confirmed_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.01,v82_plus_ac,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.01,v82_plus_confirmed,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.02,ac_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.02,st_gap_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.02,confirmed_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.02,v82_plus_ac,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.02,v82_plus_confirmed,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.05,ac_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.05,st_gap_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.05,confirmed_only,-1,-1,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.05,v82_plus_ac,24,24,True
1527,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,True,True,task_init,0.05,v82_plus_confirmed,24,24,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.005,ac_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.005,st_gap_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.005,confirmed_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.005,v82_plus_ac,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.005,v82_plus_confirmed,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.01,ac_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.01,st_gap_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.01,confirmed_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.01,v82_plus_ac,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.01,v82_plus_confirmed,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.02,ac_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.02,st_gap_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.02,confirmed_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.02,v82_plus_ac,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.02,v82_plus_confirmed,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.05,ac_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.05,st_gap_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.05,confirmed_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.05,v82_plus_ac,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,episode,0.05,v82_plus_confirmed,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.005,ac_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.005,st_gap_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.005,confirmed_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.005,v82_plus_ac,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.005,v82_plus_confirmed,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.01,ac_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.01,st_gap_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.01,confirmed_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.01,v82_plus_ac,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.01,v82_plus_confirmed,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.02,ac_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.02,st_gap_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.02,confirmed_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.02,v82_plus_ac,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.02,v82_plus_confirmed,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.05,ac_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.05,st_gap_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.05,confirmed_only,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.05,v82_plus_ac,-1,-1,True
2000,libero_goal/push_the_plate_to_the_front_of_the_stove,0,False,False,task_init,0.05,v82_plus_confirmed,-1,-1,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.005,ac_only,28,28,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.005,st_gap_only,-1,-1,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.005,confirmed_only,28,28,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.005,v82_plus_ac,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.005,v82_plus_confirmed,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.01,ac_only,23,23,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.01,st_gap_only,25,25,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.01,confirmed_only,23,23,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.01,v82_plus_ac,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.01,v82_plus_confirmed,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.02,ac_only,17,17,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.02,st_gap_only,20,20,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.02,confirmed_only,17,17,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.02,v82_plus_ac,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.02,v82_plus_confirmed,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.05,ac_only,17,17,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.05,st_gap_only,19,19,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.05,confirmed_only,17,17,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.05,v82_plus_ac,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,episode,0.05,v82_plus_confirmed,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.005,ac_only,-1,-1,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.005,st_gap_only,-1,-1,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.005,confirmed_only,-1,-1,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.005,v82_plus_ac,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.005,v82_plus_confirmed,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.01,ac_only,28,28,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.01,st_gap_only,-1,-1,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.01,confirmed_only,28,28,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.01,v82_plus_ac,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.01,v82_plus_confirmed,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.02,ac_only,27,27,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.02,st_gap_only,-1,-1,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.02,confirmed_only,27,27,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.02,v82_plus_ac,16,16,True
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,True,True,task_init,0.02,v82_plus_confirmed,16,16,True
