source,run_id,suite,task,episode,init_state_id,noise_seed,length,checkpoint,failure,global_row,cohort,actual_action_steps,fold
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,11,1,1003,24,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8011,A,232,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,12,1,1004,23,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8012,A,230,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,13,1,1005,23,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8013,A,227,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,14,1,1006,24,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8014,A,238,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,15,1,1007,23,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8015,A,229,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,16,2,1000,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8016,A,247,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,17,2,1001,24,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8017,A,239,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,18,2,1002,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8018,A,242,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,19,2,1003,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8019,A,257,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,20,2,1004,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8020,A,252,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,21,2,1005,24,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8021,A,238,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,22,2,1006,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8022,A,251,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,23,2,1007,24,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8023,A,237,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,24,3,1000,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8024,A,247,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,25,3,1001,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8025,A,250,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,26,3,1002,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8026,A,245,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,27,3,1003,27,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8027,A,261,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,28,3,1004,28,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8028,A,273,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,29,3,1005,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8029,A,251,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,30,3,1006,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8030,A,256,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,31,3,1007,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8031,A,248,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,32,4,1000,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8032,A,242,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,33,4,1001,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8033,A,254,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,34,4,1002,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8034,A,250,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,35,4,1003,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8035,A,257,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,36,4,1004,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8036,A,249,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,37,4,1005,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8037,A,247,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,38,4,1006,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8038,A,252,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,39,4,1007,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8039,A,246,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,40,5,1000,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8040,A,245,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,41,5,1001,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8041,A,250,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,42,5,1002,24,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8042,A,238,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,43,5,1003,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8043,A,242,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,44,5,1004,24,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8044,A,237,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,45,5,1005,24,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8045,A,237,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,46,5,1006,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8046,A,255,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,47,5,1007,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8047,A,250,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,48,6,1000,27,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8048,A,261,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,49,6,1001,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8049,A,256,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,50,6,1002,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8050,A,255,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,51,6,1003,27,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8051,A,263,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,52,6,1004,27,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8052,A,265,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,53,6,1005,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8053,A,251,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,54,6,1006,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8054,A,260,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,55,6,1007,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8055,A,259,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,56,7,1000,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8056,A,260,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,57,7,1001,24,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8057,A,238,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,58,7,1002,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8058,A,257,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,59,7,1003,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8059,A,255,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,60,7,1004,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8060,A,258,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,61,7,1005,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8061,A,250,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,62,7,1006,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8062,A,259,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,63,7,1007,27,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8063,A,266,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,64,8,1000,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8064,A,253,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,65,8,1001,25,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8065,A,246,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,66,8,1002,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8066,A,259,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,67,8,1003,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8067,A,254,libero_long_full_2
cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,right-50x8-20260903,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,68,8,1004,26,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,False,8068,A,251,libero_long_full_2
