fold,suite,seed,reference_cap,method,calibration,alpha,scope,task,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.05,seen,libero_goal/turn_on_the_stove,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.05,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,349,45,94,0.8823529411764706,0.2693409742120344,0.3237410071942446,0.8065059834822181,0.7163398692810458,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_plate,400,18,382,18,8,1.0,0.020942408376963352,0.6923076923076923,0.9895287958115183,0.5203703703703704,12.5
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,5,24,0.5555555555555556,0.061381074168797956,0.1724137931034483,0.7470872406933788,0.7925925925925925,22.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,1,0,1.0,0.0,1.0,1.0,0.7,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,80,3,77,3,2,1.0,0.025974025974025976,0.6,0.987012987012987,0.35555555555555557,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,80,8,72,7,0,0.875,0.0,1.0,0.9375,0.5375,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_the_rack,80,0,80,0,2,,0.025,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,80,0,80,0,2,,0.025,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,seen,libero_goal/turn_on_the_stove,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,349,45,94,0.8823529411764706,0.2693409742120344,0.3237410071942446,0.8065059834822181,0.7163398692810458,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,unseen,libero_goal/put_the_bowl_on_the_plate,400,18,382,18,8,1.0,0.020942408376963352,0.6923076923076923,0.9895287958115183,0.5203703703703704,12.5
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,5,24,0.5555555555555556,0.061381074168797956,0.1724137931034483,0.7470872406933788,0.7925925925925925,22.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,80,0,80,0,2,,0.025,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,80,3,77,3,0,1.0,0.0,1.0,1.0,0.37777777777777777,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,80,8,72,4,1,0.5,0.013888888888888888,0.8,0.7430555555555556,0.6541666666666667,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_the_rack,80,0,80,0,1,,0.0125,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,80,0,80,0,15,,0.1875,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,seen,libero_goal/turn_on_the_stove,80,0,80,0,3,,0.0375,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,349,33,247,0.6470588235294118,0.7077363896848138,0.11785714285714285,0.46966121692229895,0.4013071895424837,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_plate,400,18,382,9,144,0.5,0.3769633507853403,0.058823529411764705,0.5615183246073299,0.6518518518518519,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,1,13,0.1111111111111111,0.03324808184143223,0.07142857142857142,0.5389315146348395,0.9296296296296297,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,80,3,77,3,0,1.0,0.0,1.0,1.0,0.38888888888888884,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,80,8,72,1,0,0.125,0.0,1.0,0.5625,0.9208333333333334,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_the_rack,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,80,0,80,0,5,,0.0625,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,seen,libero_goal/turn_on_the_stove,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,349,6,61,0.11764705882352941,0.17478510028653296,0.08955223880597014,0.47143097926849825,0.8901960784313725,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,unseen,libero_goal/put_the_bowl_on_the_plate,400,18,382,2,1,0.1111111111111111,0.002617801047120419,0.6666666666666666,0.5542466550319953,0.9296296296296297,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,0,1,0.0,0.0025575447570332483,0.0,0.49872122762148335,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,80,0,80,0,3,,0.0375,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,1,12,1.0,0.1518987341772152,0.07692307692307693,0.9240506329113924,0.5666666666666667,16.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,80,3,77,3,0,1.0,0.0,1.0,1.0,0.4000000000000001,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,80,8,72,8,1,1.0,0.013888888888888888,0.8888888888888888,0.9930555555555556,0.2875,6.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_the_rack,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,80,0,80,0,6,,0.075,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,seen,libero_goal/turn_on_the_stove,80,0,80,0,3,,0.0375,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,349,51,349,1.0,1.0,0.1275,0.5,0.21503267973856205,6.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_plate,400,18,382,18,359,1.0,0.9397905759162304,0.04774535809018567,0.5301047120418848,0.24444444444444446,6.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,9,333,1.0,0.8516624040920716,0.02631578947368421,0.5741687979539642,0.24444444444444446,6.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,1,11,1.0,0.13924050632911392,0.08333333333333333,0.930379746835443,0.5666666666666667,16.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,80,3,77,3,0,1.0,0.0,1.0,1.0,0.5,14.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,80,8,72,8,0,1.0,0.0,1.0,1.0,0.5166666666666666,14.5
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_the_rack,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,seen,libero_goal/turn_on_the_stove,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,349,51,349,1.0,1.0,0.1275,0.5,0.426797385620915,14.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,unseen,libero_goal/put_the_bowl_on_the_plate,400,18,382,18,89,1.0,0.23298429319371727,0.16822429906542055,0.8835078534031413,0.4462962962962963,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,9,24,1.0,0.061381074168797956,0.2727272727272727,0.969309462915601,0.4703703703703704,14.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,80,0,80,0,10,,0.125,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,0,11,0.0,0.13924050632911392,0.0,0.43037974683544306,1.0,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,80,3,77,1,1,0.3333333333333333,0.012987012987012988,0.5,0.6601731601731602,0.7888888888888889,10.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,80,8,72,8,1,1.0,0.013888888888888888,0.8888888888888888,0.9930555555555556,0.25,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_the_rack,80,0,80,0,2,,0.025,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,80,0,80,0,4,,0.05,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,seen,libero_goal/turn_on_the_stove,80,0,80,0,19,,0.2375,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,349,28,171,0.5490196078431373,0.4899713467048711,0.1407035175879397,0.5295241305691332,0.6431372549019607,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_plate,400,18,382,15,52,0.8333333333333334,0.13612565445026178,0.22388059701492538,0.8486038394415358,0.4444444444444444,7.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,8,16,0.8888888888888888,0.04092071611253197,0.3333333333333333,0.9239840863881784,0.6185185185185185,14.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,80,3,77,0,1,0.0,0.012987012987012988,0.0,0.4935064935064935,1.0,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,80,8,72,2,0,0.25,0.0,1.0,0.625,0.9,17.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_the_rack,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,80,0,80,0,2,,0.025,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,seen,libero_goal/turn_on_the_stove,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,349,1,5,0.0196078431372549,0.014326647564469915,0.16666666666666666,0.5026405977863925,0.9928104575163399,18.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,unseen,libero_goal/put_the_bowl_on_the_plate,400,18,382,5,1,0.2777777777777778,0.002617801047120419,0.8333333333333334,0.6375799883653286,0.8648148148148148,15.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,1,0,0.1111111111111111,0.0,1.0,0.5555555555555556,0.974074074074074,22.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,1,5,1.0,0.06329113924050633,0.16666666666666666,0.9683544303797469,0.6333333333333333,18.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,80,3,77,3,9,1.0,0.11688311688311688,0.25,0.9415584415584416,0.7000000000000001,20.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,80,8,72,8,4,1.0,0.05555555555555555,0.6666666666666666,0.9722222222222222,0.24166666666666667,5.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_the_rack,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,80,0,80,0,23,,0.2875,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,seen,libero_goal/turn_on_the_stove,80,0,80,0,9,,0.1125,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,349,51,239,1.0,0.6848137535816619,0.17586206896551723,0.6575931232091691,0.3594771241830066,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_plate,400,18,382,18,156,1.0,0.4083769633507853,0.10344827586206896,0.7958115183246073,0.35555555555555546,10.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,9,94,1.0,0.24040920716112532,0.08737864077669903,0.8797953964194374,0.3814814814814815,10.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,1,0,1.0,0.0,1.0,1.0,0.9333333333333333,27.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,80,3,77,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,80,8,72,8,0,1.0,0.0,1.0,1.0,0.7250000000000001,22.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_the_rack,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,80,0,80,0,2,,0.025,0.0,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,seen,libero_goal/turn_on_the_stove,80,0,80,0,0,,0.0,,,,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,349,29,1,0.5686274509803921,0.0028653295128939827,0.9666666666666667,0.7828810607337491,0.9699346405228757,28.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,unseen,libero_goal/put_the_bowl_on_the_plate,400,18,382,18,1,1.0,0.002617801047120419,0.9473684210526315,0.9986910994764397,0.7703703703703705,23.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,9,0,1.0,0.0,1.0,1.0,0.7592592592592592,22.0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,episode,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,80,12,68,12,22,1.0,0.3235294117647059,0.35294117647058826,0.8382352941176471,0.43611111111111106,11.5
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,episode,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,1,0,1.0,0.0,1.0,1.0,0.5333333333333333,15.0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,episode,0.05,seen,libero_goal/put_the_bowl_on_the_plate,80,1,79,1,0,1.0,0.0,1.0,1.0,0.6333333333333333,18.0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,80,7,73,7,1,1.0,0.0136986301369863,0.875,0.9931506849315068,0.40476190476190477,12.0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,80,0,80,0,1,,0.0125,0.0,,,
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_the_rack,80,0,80,0,2,,0.025,0.0,,,
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,80,1,79,1,2,1.0,0.02531645569620253,0.3333333333333333,0.9873417721518988,0.7666666666666667,22.0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,episode,0.05,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,400,0,0,,0.0,,,,
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,episode,0.05,unseen,libero_goal/put_the_bowl_on_the_stove,400,9,391,8,4,0.8888888888888888,0.010230179028132993,0.6666666666666666,0.939329354930378,0.6222222222222222,14.0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,episode,0.05,unseen,libero_goal/turn_on_the_stove,400,0,400,0,4,,0.01,0.0,,,
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,task_init,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,80,12,68,6,3,0.5,0.04411764705882353,0.6666666666666666,0.7279411764705882,0.8055555555555555,17.0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,task_init,0.05,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,80,1,79,1,0,1.0,0.0,1.0,1.0,0.5333333333333333,15.0
