reference_seed_group,evaluation_seed_group,role,task,suite,episode,episode_length,success,failure,alarm,first_alarm_query,first_alarm_phase,alarm_cause,episode_max_confidence,fixed_clock_query,fixed_clock_alarm
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,41,14,True,False,False,,,,0.16963274551043517,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,42,13,True,False,False,,,,0.20708623200129428,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,43,14,True,False,False,,,,0.21930108396699566,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,44,14,True,False,False,,,,0.3083643423394272,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,45,14,True,False,False,,,,0.3031871865393949,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,46,13,True,False,False,,,,0.14253357061964078,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,47,13,True,False,False,,,,0.14447500404465297,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,48,13,True,False,False,,,,0.24704740333279407,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,49,13,True,False,False,,,,0.22011001456075063,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,50,13,True,False,False,,,,0.1736773984792105,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,51,13,True,False,False,,,,0.2623361915547646,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,52,13,True,False,False,,,,0.20069568031062934,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,53,13,True,False,False,,,,0.16874292185730466,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,54,14,True,False,False,,,,0.26613816534541335,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,55,13,True,False,False,,,,0.225125384242032,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,56,12,True,False,False,,,,0.1854068920886588,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,57,12,True,False,False,,,,0.21420482122633877,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,58,12,True,False,False,,,,0.18362724478239767,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,59,13,True,False,False,,,,0.41554764601197214,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,60,13,True,False,False,,,,0.3268079598770426,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,61,12,True,False,False,,,,0.4195114059213719,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,62,12,True,False,False,,,,0.28069891603300434,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,63,12,True,False,False,,,,0.5016178611875102,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,64,13,True,False,False,,,,0.1477107264196732,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,65,13,True,False,False,,,,0.15725610742598284,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,66,12,True,False,False,,,,0.07498786604109364,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,67,13,True,False,False,,,,0.18184759747613655,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,68,12,True,False,False,,,,0.07636304805047722,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,69,13,True,False,False,,,,0.15782235884161144,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,70,13,True,False,False,,,,0.1282963921695518,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,71,13,True,False,False,,,,0.12481799061640508,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,72,13,True,False,False,,,,0.12651674486329068,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,73,13,True,False,False,,,,0.07919430512861991,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,74,13,True,False,False,,,,0.09868953243811684,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,75,12,True,False,False,,,,0.06253033489726578,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,76,12,True,False,False,,,,0.0622876557191393,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,77,12,True,False,False,,,,0.06835463517230222,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,78,12,True,False,False,,,,0.06617052256916356,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,79,12,True,False,False,,,,0.04732243973467076,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,80,13,True,False,False,,,,0.2693738877204336,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,81,13,True,False,False,,,,0.1577414657822359,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,82,13,True,False,False,,,,0.14779161947904873,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,83,13,True,False,False,,,,0.11438278595696494,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,84,13,True,False,False,,,,0.22480181200452998,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,85,13,True,False,False,,,,0.1782883028636143,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,86,13,True,False,False,,,,0.14479857628215498,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,87,13,True,False,False,,,,0.13816534541336356,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,88,13,True,False,False,,,,0.20805694871380032,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,89,13,True,False,False,,,,0.10613169390066335,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,90,13,True,False,False,,,,0.09755702960685975,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,91,13,True,False,False,,,,0.09868953243811684,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,92,12,True,False,False,,,,0.1682575635010516,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,93,13,True,False,False,,,,0.17076524834169227,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,94,13,True,False,False,,,,0.06875910046917977,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,95,13,True,False,False,,,,0.12926710888205795,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,96,13,True,False,False,,,,0.2305452192201909,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,97,13,True,False,False,,,,0.24518686296715742,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,98,12,True,False,False,,,,0.13234104513832712,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,99,12,True,False,False,,,,0.12417084614140106,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,100,12,True,False,False,,,,0.14415143180715095,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,101,12,True,False,False,,,,0.16777220514479863,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,102,12,True,False,False,,,,0.14326160815402034,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,103,12,True,False,False,,,,0.1288626435851804,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,104,13,True,False,False,,,,0.18807636304805053,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,105,13,True,False,False,,,,0.04732243973467076,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,106,13,True,False,False,,,,0.18354635172302214,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,107,13,True,False,False,,,,0.1460119721727876,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,108,13,True,False,False,,,,0.10443293965377776,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,109,13,True,False,False,,,,0.09278433910370487,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,110,13,True,False,False,,,,0.1697136385698107,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,111,13,True,False,False,,,,0.1528069891603301,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,112,13,True,False,False,,,,0.24510596990778188,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,113,13,True,False,False,,,,0.21986733538262415,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,114,12,True,False,False,,,,0.21978644232324862,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,115,13,True,False,False,,,,0.24187024753276165,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,116,12,True,False,False,,,,0.2159844685325999,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,117,13,True,False,False,,,,0.22035269373887723,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,118,13,True,False,False,,,,0.20409318880440053,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,119,13,True,False,False,,,,0.2391198835139945,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,120,13,True,False,False,,,,0.11462546513509142,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,121,13,True,False,False,,,,0.08825432777867659,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,122,13,True,False,False,,,,0.11689047079760562,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,123,13,True,False,False,,,,0.11017634686943856,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,124,13,True,False,False,,,,0.1054036563662838,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,125,13,True,False,False,,,,0.22957450250768485,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,126,13,True,False,False,,,,0.14932858760718326,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,127,13,True,False,False,,,,0.1054036563662838,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,128,12,True,False,False,,,,0.20522569163565763,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,129,12,True,False,False,,,,0.20296068597314354,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,130,12,True,False,False,,,,0.1622714771072642,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,131,12,True,False,False,,,,0.14123928166963273,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,132,12,True,False,False,,,,0.14269535673839184,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,133,12,True,False,False,,,,0.21137356414819608,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,134,12,True,False,False,,,,0.20894677236693093,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,135,12,True,False,False,,,,0.17893544733861833,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,136,13,True,False,False,,,,0.08121663161300763,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,137,12,True,False,False,,,,0.06269212101601684,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,138,12,True,False,False,,,,0.0736935770910856,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,139,12,True,False,False,,,,0.137437307878984,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,140,12,True,False,False,,,,0.09561559618184756,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,141,12,True,False,False,,,,0.10669794531629184,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,142,12,True,False,False,,,,0.05824300275036398,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,143,13,True,False,False,,,,0.12271477107264195,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,144,13,True,False,False,,,,0.14237178450088983,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,145,13,True,False,False,,,,0.19519495227309502,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,146,13,True,False,False,,,,0.14010677883837563,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,147,13,True,False,False,,,,0.12950978806018443,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,148,13,True,False,False,,,,0.1680148843229251,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,149,13,True,False,False,,,,0.1851642129105323,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,150,13,True,False,False,,,,0.16817667044167606,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,151,13,True,False,False,,,,0.12441352531952754,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,152,13,True,False,False,,,,0.07175214366607341,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,153,13,True,False,False,,,,0.0731273256754571,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,154,13,True,False,False,,,,0.0842905678692768,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,155,13,True,False,False,,,,0.10386668823814915,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,156,13,True,False,False,,,,0.10419026047565116,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,157,13,True,False,False,,,,0.10815402038505095,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,158,13,True,False,False,,,,0.07280375343795498,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,159,13,True,False,False,,,,0.09367416275683549,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,160,13,True,False,False,,,,0.2497168742921857,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,161,13,True,False,False,,,,0.1900177964730626,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,162,12,True,False,False,,,,0.15046109043844036,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,163,13,True,False,False,,,,0.18613492962303835,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,164,13,True,False,False,,,,0.19301083966995636,39,False
seed1008_1015,seed1008_1015,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,165,13,True,False,False,,,,0.23467076524834174,39,False
