corpus,episode_id,queries,score_max,raw_reject_queries,alarm_queries,any_raw_reject,formal_alarm,success,failure_family,physical_labels,label_loop_or_cycling,label_stagnation,label_goal_contact_near_miss
A,100000103,51,1.0950921751117835,"[10,18,20]",[],True,False,False,loop_or_cycling,loop_or_cycling;single_subtask_omission,True,False,False
A,100000104,51,1.1450648670515349,"[11,17,19]",[],True,False,False,loop_or_cycling,loop_or_cycling;stagnation,True,True,False
A,100000105,51,1.0815493074247058,"[11,21,23,31]",[],True,False,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling,True,False,False
A,100000106,51,1.0827871427400495,"[2,8,46]",[],True,False,False,loop_or_cycling,loop_or_cycling;stagnation,True,True,False
A,100000107,43,1.1067385521798458,"[14,32,33]",[33],True,True,True,success,success,False,False,False
A,100000108,51,1.15554476312046,"[11,17,19,32,33,36,37,38,40,41,42]","[33,37,38,41,42]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000109,51,1.1878313184345008,"[10,18,29,30,47,48]","[30,48]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000110,51,1.1512939744445914,"[11,12,20,50]",[12],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000111,51,1.0779979970511677,"[12,18,19,31,47]",[19],True,True,False,subtask_undo,drop_or_regrasp;goal_regression;loop_or_cycling;subtask_undo,True,False,False
A,100000112,41,1.0739088584170613,"[30,40]",[],True,False,True,success,success,False,False,False
A,100000113,51,1.157675375556502,"[10,11,17,19,28,30]",[11],True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling,True,False,False
A,100000114,51,1.105328368205796,"[11,12,22,33,34]","[12,34]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000115,51,1.185968920997014,"[12,13,14,22,23,31,32]","[13,14,23,32]",True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling,True,False,False
A,100000200,50,1.1083537737434337,"[7,18,19,32]",[19],True,True,False,single_subtask_omission,single_subtask_omission,False,False,False
A,100000201,50,1.1176237170610677,"[2,8,15,16,31,32]","[16,32]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000202,50,1.0874784773600104,"[32,34,37]",[],True,False,False,loop_or_cycling,goal_regression;loop_or_cycling,True,False,False
A,100000203,39,1.216550674573428,"[9,10]",[10],True,True,True,success,success,False,False,False
A,100000204,42,1.179077048684624,"[10,19,29,30]",[30],True,True,True,success,success,False,False,False
A,100000205,50,1.147448887896145,"[9,10,11,29,30,31,32,33,34,35,37,47]","[10,11,30,31,32,33,34,35]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000206,50,1.197705369999569,"[10,27,28,31,32,35,36,37]","[28,32,36,37]",True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling,True,False,False
A,100000207,50,1.0933541904626038,"[23,32]",[],True,False,False,subtask_undo,drop_or_regrasp;goal_regression;subtask_undo,False,False,False
A,100000208,43,1.032678183016737,[],[],False,False,True,success,success,False,False,False
A,100000209,50,1.0682002853376977,[9],[],True,False,False,single_subtask_omission,single_subtask_omission,False,False,False
A,100000210,50,1.1310826068584021,"[9,15,29,46,47]",[47],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000211,50,1.11730716181435,"[32,33,36,39,40,41,42,43,44,46,48]","[33,40,41,42,43,44]",True,True,False,subtask_undo,drop_or_regrasp;goal_regression;loop_or_cycling;subtask_undo,True,False,False
A,100000212,50,1.1049580468305087,"[7,9,18,31,35,36]",[36],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000213,50,1.0992418215689583,"[2,10,11,12,20,37,41,42,48]","[11,12,42]",True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling;stagnation,True,True,False
A,100000214,50,1.1561134198186793,"[9,32,33,36,38]",[33],True,True,False,single_subtask_omission,single_subtask_omission,False,False,False
A,100000215,50,1.0812771457235657,"[11,12,32]",[12],True,True,False,single_subtask_omission,single_subtask_omission,False,False,False
A,100000300,49,1.1085160383314359,"[8,26,27,48]",[27],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000301,49,1.191675309667458,"[32,36]",[],True,False,False,single_subtask_omission,single_subtask_omission,False,False,False
A,100000302,49,1.1820780823733976,"[18,19,31,32,34,45]","[19,32]",True,True,False,subtask_undo,drop_or_regrasp;goal_regression;loop_or_cycling;subtask_undo,True,False,False
A,100000303,49,1.1539434165883895,"[43,46]",[],True,False,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,100000304,49,1.1545841098217948,"[37,38,40]",[38],True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,100000305,49,1.116588034815646,"[8,9,17,27,28,29]","[9,28,29]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000306,49,1.086823422206962,"[8,9,13,14,16,17]","[9,14,17]",True,True,False,loop_or_cycling,loop_or_cycling;stagnation,True,True,False
A,100000307,49,1.0948437331502294,"[8,9,17,36,37]","[9,37]",True,True,False,loop_or_cycling,loop_or_cycling;stagnation,True,True,False
A,100000308,49,1.1052198632824248,"[8,24,29,30,38,39,40,42,43,44,47,48]","[30,39,40,43,44,48]",True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling,True,False,False
A,100000309,49,1.1542509710383728,"[26,27,28,29,31,32,33,34,35,36,37,38,40,41,48]","[27,28,29,32,33,34,35,36,37,38,41]",True,True,False,loop_or_cycling,loop_or_cycling;stagnation,True,True,False
A,100000310,49,1.176343769947879,"[8,29,48]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000311,49,1.1008747379599595,"[9,10,28]",[10],True,True,False,loop_or_cycling,loop_or_cycling;stagnation,True,True,False
A,100000312,49,1.099140208371979,"[10,11,17,20,26]",[11],True,True,False,goal_contact_near_miss,goal_contact_near_miss,False,False,True
A,100000313,43,1.1390407919387093,"[9,18,30,33,34]",[34],True,True,True,success,success,False,False,False
A,100000314,49,1.0542351803541652,[8],[],True,False,False,stagnation,stagnation,False,True,False
A,100000315,49,1.0489993490132592,[41],[],True,False,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,100000400,48,1.1225469153223324,"[13,15,25,27,43,44,45,46,47]","[44,45,46,47]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000401,48,1.1406120438573788,[7],[],True,False,False,single_subtask_omission,single_subtask_omission,False,False,False
A,100000402,48,1.1428131208113455,"[7,15,34]",[],True,False,False,loop_or_cycling,loop_or_cycling;stagnation,True,True,False
A,100000403,48,1.139240901619687,"[7,8,9,17,25,26,27,28,30,32]","[8,9,26,27,28]",True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling,True,False,False
A,100000404,40,1.0497062723630426,[7],[],True,False,True,success,success,False,False,False
A,100000405,48,1.0285777085766188,[],[],False,False,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,100000406,48,1.174370875652522,"[8,13,14,17,32,33]","[14,33]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000407,48,1.191789770089243,"[7,9,28]",[],True,False,False,subtask_undo,drop_or_regrasp;goal_regression;loop_or_cycling;subtask_undo,True,False,False
A,100000408,40,1.0433277977334263,[],[],False,False,True,success,success,False,False,False
A,100000409,39,1.0874864279284662,"[8,9]",[9],True,True,True,success,success,False,False,False
A,100000410,48,1.1509064050008486,"[8,33]",[],True,False,False,single_subtask_omission,single_subtask_omission,False,False,False
A,100000411,48,1.0999574595047683,"[7,12,15]",[],True,False,False,loop_or_cycling,loop_or_cycling;stagnation,True,True,False
A,100000412,48,1.2058841925575383,"[8,9,15,21,31]",[9],True,True,False,single_subtask_omission,single_subtask_omission,False,False,False
A,100000413,48,1.0536686554106531,"[27,34,35]",[35],True,True,False,single_subtask_omission,single_subtask_omission,False,False,False
A,100000414,36,1.054275426365564,[8],[],True,False,True,success,success,False,False,False
A,100000415,48,1.0968741186369808,"[6,7,15,31,32,33,36,37]","[7,32,33,37]",True,True,False,loop_or_cycling,loop_or_cycling;stagnation,True,True,False
A,100000500,47,1.228439964749923,"[6,7,24,25,26,27,41,45]","[7,25,26,27]",True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling,True,False,False
A,100000501,37,1.0964201952566075,"[4,7,8,9]","[8,9]",True,True,True,success,success,False,False,False
A,100000502,47,1.10555939951834,"[7,24,30,34,35,36]","[35,36]",True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling,True,False,False
A,100000503,37,1.048440209806593,[5],[],True,False,True,success,success,False,False,False
A,100000504,47,1.0993188473966857,[5],[],True,False,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,100000505,35,1.0486436054275465,"[5,6,25]",[6],True,True,True,success,success,False,False,False
A,100000506,37,1.0513332528288488,[3],[],True,False,True,success,success,False,False,False
A,100000507,47,1.132253250662482,"[8,26,27]",[27],True,True,False,timeout_other,timeout_other,False,False,False
A,100000508,47,1.074231801137491,"[16,26]",[],True,False,False,subtask_undo,drop_or_regrasp;goal_regression;subtask_undo,False,False,False
A,100000509,47,1.1129714535803075,"[3,6,33,34]",[34],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,100000510,47,1.0716393184964903,"[26,27]",[27],True,True,False,goal_contact_near_miss,goal_contact_near_miss,False,False,True
A,100000511,41,1.2083071700825598,[8],[],True,False,True,success,success,False,False,False
A,100000512,36,1.0548227677157338,[3],[],True,False,True,success,success,False,False,False
A,100000513,47,1.3770759248507647,"[4,6,7,26,32,33,34,35,36,38,39,40]","[7,33,34,35,36,39,40]",True,True,False,single_subtask_omission,single_subtask_omission,False,False,False
A,100000514,47,1.2161561927377567,"[8,9,17,26,27,28,29,31,32,33,34,35,36,37,38,39,40]","[9,27,28,29,32,33,34,35,36,37,38,39,40]",True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling,True,False,False
A,100000515,47,1.1145431125841292,"[24,25]",[25],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000000,52,1.096269442308688,"[13,14,23,33]",[14],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000001,52,1.1774702121528802,"[14,23]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000002,52,1.1681947117053697,"[32,33]",[33],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000003,52,1.1664029671113136,"[13,33]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000004,52,1.088061982477041,"[24,34,37,38,46,47,50]","[38,47]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000005,52,1.1629314842605971,"[12,13,14,34]","[13,14]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000006,52,1.2085175564049102,"[12,13,19,33,35]",[13],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000007,52,1.1555632344962323,"[13,14]",[14],True,True,False,goal_contact_near_miss,goal_contact_near_miss,False,False,True
A,200000008,52,1.1979183546309178,"[13,14,15,16,17,26,37,40]","[14,15,16,17]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000009,52,1.1960657439775688,"[11,12,13,14,21,23,35,36,37,38]","[12,13,14,36,37,38]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000010,52,1.1972546780256073,"[12,13,14,35]","[13,14]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000011,52,1.183475161226757,"[14,15,16,35,36,38]","[15,16,36]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000012,52,1.1086655328732749,"[15,24,34,35,36]","[35,36]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000013,52,1.1546224045561773,"[14,15,34,35]","[15,35]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000014,52,1.2397523639902068,[13],[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000015,52,1.0859312658008944,"[13,14,15,25,37,38,41,44,47]","[14,15,38]",True,True,False,subtask_undo,drop_or_regrasp;goal_regression;loop_or_cycling;subtask_undo,True,False,False
A,200000100,51,1.115582123767471,"[13,15,33,35,36,37,38]","[36,37,38]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000101,51,1.2098741443232057,"[13,14,16,37,47]",[14],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000102,51,1.2411138215271262,"[9,11,12,21,29,30]","[12,30]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000103,51,1.1776046056990153,"[12,31,35]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000104,51,1.0936157618321638,"[14,34,39,40]",[40],True,True,False,single_subtask_omission,single_subtask_omission,False,False,False
A,200000105,51,1.231791813627262,"[12,13,14,23]","[13,14]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000106,51,1.1715083731048201,"[12,14,20,21,24]",[21],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000107,51,1.223721878487574,"[13,14,15,34]","[14,15]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000108,51,1.217706476541448,"[12,14,15,24,38]",[15],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000109,51,1.2527318150695195,"[11,12,18,31,32]","[12,32]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000110,51,1.1664390057320226,"[14,18,23,34]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000111,51,1.237816483233732,"[13,14,38,39,40,41,43,44]","[14,39,40,41,44]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000112,51,1.2300807386901231,"[12,16,18,25,35,37]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000113,51,1.1930383092994252,"[12,13,34,35,37,42,47,49,50]","[13,35,50]",True,True,False,stagnation,stagnation,False,True,False
A,200000114,51,1.0921179615430074,"[13,33]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000115,51,1.12092925195933,"[11,12,13,14,23,36]","[12,13,14]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000200,50,1.1983892097074842,"[8,10,11,18,33,34]","[11,34]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000201,50,1.1807699537065797,"[9,10,11,12,13,32,33]","[10,11,12,13,33]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000202,50,1.1804183608171646,"[9,10,11,12,13,14,15,16,17,18,24,38,40,41,42,44]","[10,11,12,13,14,15,16,17,18,41,42]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000203,50,1.1630808768312755,"[10,11,12,13,19,31]","[11,12,13]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000204,50,1.073996124055222,[34],[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000205,50,1.0792315905976373,"[11,12,13,19,21,33,34]","[12,13,34]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000206,50,1.1293672246641788,"[11,19,21,30]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000207,50,1.2155733690135844,"[11,12,13,20,23,33]","[12,13]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000208,50,1.2570865390796913,"[11,12,13,20,33]","[12,13]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000209,50,1.2227234721787872,"[9,10,30,31,32,33]","[10,31,32,33]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000210,50,1.190172229502738,"[10,11,12,22,31,32,33,34,35]","[11,12,32,33,34,35]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000211,50,1.2808755489026076,"[11,12,13,22,36,42]","[12,13]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000212,50,1.217583882589023,"[10,11,12,19,21,31,35,36]","[11,12,36]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000213,50,1.170734873730234,"[10,11,18,36,39,40,41,43,44]","[11,40,41,44]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000214,50,1.1506369456765277,"[13,14,20,33,34,35]","[14,34,35]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000215,50,1.2006057948657596,"[10,11,12,13,14,15,16,17,27,38,39,41,44]","[11,12,13,14,15,16,17,39]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000300,49,1.122964001351665,"[9,16,27,28,48]",[28],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000301,49,1.1034506129795745,"[8,9,10,29,31]","[9,10]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000302,49,1.1582364865145582,"[8,9,20,32,33]","[9,33]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000303,49,1.2505532643966275,"[9,29,30]",[30],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000304,49,1.1133573868914037,"[9,10,11,18,30]","[10,11]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000305,49,1.1486693112144797,"[8,9,18,30]",[9],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000306,49,1.1087995184275201,"[8,9,16,28]",[9],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000307,49,1.2724401433826618,"[9,10,11,34]","[10,11]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000308,49,1.142804224690919,"[13,14,15,17,19,25,28,36]","[14,15]",True,True,False,stagnation,stagnation,False,True,False
A,200000309,49,1.0932321322459537,"[27,29,30,31,34]","[30,31]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000310,49,1.2761064490603586,"[10,33]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000311,49,1.0970209568397646,"[9,10,30,32]",[10],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000312,49,1.118004291540783,"[10,32,33]",[33],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000313,49,1.08714200098475,"[9,10,11,18]","[10,11]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000314,49,1.2269461918540159,"[9,10,19,32]",[10],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000315,49,1.1643187102190617,"[9,10,11,20,30,32]","[10,11]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000400,48,1.1453761411632775,"[8,9,18,31]",[9],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000401,48,1.1470259993966425,"[9,18,27]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000402,48,1.2079427839702785,"[7,9,10,28,29]","[10,29]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000403,48,1.1103538396419135,"[8,9,15]",[9],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000404,48,1.139747098400984,"[8,28,29]",[29],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000405,48,1.1316438453877598,"[8,9,15,28,31,34,35]","[9,35]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000406,48,1.2476284736675791,"[9,10,11,32]","[10,11]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000407,48,1.1150234967827852,"[8,16,30,31,32]","[31,32]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000408,48,1.1992781595376134,"[7,8,17,26,32]",[8],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000409,48,1.3749573308910914,"[7,9,10,11,12,13,14,15,23,24,33]","[10,11,12,13,14,15,24]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000410,48,1.1451200407017876,"[8,28,30]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000411,48,1.1379405069977275,"[7,9,10,11,21]","[10,11]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000412,48,1.153241292356119,"[8,9,10,29,35]","[9,10]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000413,48,1.2009381942408417,"[6,8,9,16,19]",[9],True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000414,48,1.158681578061405,"[8,16,27,29]",[],True,False,False,loop_or_cycling,loop_or_cycling,True,False,False
A,200000415,48,1.147591925341111,"[9,10,11,30,31]","[10,11,31]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,300000000,52,1.2001551618149735,"[12,35,36]",[36],True,True,False,loop_or_cycling,loop_or_cycling;single_subtask_omission,True,False,False
A,300000001,52,1.130630218809335,"[11,48,51]",[],True,False,False,loop_or_cycling,loop_or_cycling;single_subtask_omission,True,False,False
A,300000002,52,1.0814778958341134,"[28,31,32,35,39,42,46,50]",[32],True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000003,52,1.107534495499083,"[2,12,30,35,36,37,41,42,43,44,45,48,49,50,51]","[36,37,42,43,44,45,49,50,51]",True,True,False,loop_or_cycling,loop_or_cycling;single_subtask_omission;stagnation,True,True,False
A,300000004,52,1.1131440252890614,"[11,12,20,29,39]",[12],True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling;single_subtask_omission,True,False,False
A,300000005,52,1.2458270288786524,"[11,28,32,37,38,39,40]","[38,39,40]",True,True,False,goal_contact_near_miss,goal_contact_near_miss,False,False,True
A,300000006,52,1.0979925874542769,"[12,31,33,34,35,42,44,45,46,47,50,51]","[34,35,45,46,47,51]",True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000007,52,1.1296433235540528,"[11,14,33,35,39,41,44,49,50]",[50],True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000008,52,1.1052278235262551,"[11,12,32,33,45,46,51]","[12,33,46]",True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000009,52,1.0961306142537712,"[2,12,32,36,37,40,45]",[37],True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000010,52,1.0714398648994718,"[16,18,19,51]",[19],True,True,False,loop_or_cycling,loop_or_cycling;single_subtask_omission,True,False,False
A,300000011,52,1.1296344540933352,"[12,23,30,34,36,40,41,42,43,44,47]","[41,42,43,44]",True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000012,52,1.0847853935546894,"[11,12,31,39,42,49,51]",[12],True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000013,52,1.2303150463333323,"[12,18,19,20,28,29,30]","[19,20,29,30]",True,True,False,loop_or_cycling,loop_or_cycling,True,False,False
A,300000014,52,1.1342104350676117,"[11,12,19,22,39,40,41,42,44,45]","[12,40,41,42,45]",True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000015,52,1.319469284992282,"[11,12,13,15,16,20,29,31,32,33,35,37]","[12,13,16,32,33]",True,True,False,loop_or_cycling,loop_or_cycling;single_subtask_omission,True,False,False
A,300000100,51,1.1878457742516986,"[10,27,33,37,38,40,44,47,48,50]","[38,48]",True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000101,51,1.149199890578228,"[11,12,29,30,31]","[12,30,31]",True,True,False,drop_or_regrasp,drop_or_regrasp;loop_or_cycling,True,False,False
A,300000102,51,1.0984886408801262,"[9,11,18,20,49,50]",[50],True,True,False,loop_or_cycling,loop_or_cycling;single_subtask_omission,True,False,False
A,300000103,51,1.2012790672488343,"[10,11,32,34,41,42,44,45,46]","[11,42,45,46]",True,True,False,timeout_other,timeout_other,False,False,False
A,300000104,47,1.1773581849769787,"[17,28,30,31,33,35,36,37]","[31,36,37]",True,True,True,success,success,False,False,False
A,300000105,51,1.134683573730959,"[15,31,33,36,37,38,39]","[37,38,39]",True,True,False,loop_or_cycling,loop_or_cycling;single_subtask_omission,True,False,False
A,300000106,51,1.0768385102569644,"[12,16,31,50]",[],True,False,False,loop_or_cycling,loop_or_cycling;single_subtask_omission,True,False,False
A,300000107,51,1.195585711000004,"[11,20,25,39,41,42,44,45,46,47,48,50]","[42,45,46,47,48]",True,True,False,single_subtask_omission,single_subtask_omission,False,False,False
A,300000108,51,1.1208796647500805,"[3,11,17,19,46,47,48,50]","[47,48]",True,True,False,loop_or_cycling,loop_or_cycling;single_subtask_omission,True,False,False
A,300000109,51,1.063093197654714,"[26,27,43,46]",[27],True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000110,51,1.1495801796043927,"[11,29,30,31,33,34,35,36,37,38,40]","[30,31,34,35,36,37,38]",True,True,False,loop_or_cycling,loop_or_cycling;single_subtask_omission,True,False,False
A,300000111,51,1.1714620554638233,"[11,12,17,18,29]","[12,18]",True,True,False,subtask_undo,drop_or_regrasp;goal_regression;loop_or_cycling;subtask_undo,True,False,False
A,300000112,51,1.085102193233416,"[28,35,41,43,44,45,46,47,48,49,50]","[44,45,46,47,48,49,50]",True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000113,51,1.1147929326295525,"[28,32,36,40,41,43,49,50]","[41,50]",True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000114,51,1.1036933866380543,"[11,24,32,34,36,39,40,45,47,48]","[40,48]",True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
A,300000115,51,1.1127703423957003,"[3,11,19,32,34,36,40,41,44,48,50]",[41],True,True,False,single_subtask_omission,single_subtask_omission;stagnation,False,True,False
